7501,75,KABUPATEN BOALEMO,0.7013419,122.2653887
7503,75,KABUPATEN POHUWATO,0.7055278,121.7195459
1214,12,KABUPATEN NIAS SELATAN,0.7086091,97.8286368
9427,94,KABUPATEN SUPIORI,-0.7295099,135.6385125
7174,71,KOTA KOTAMOBAGU,0.7333333,124.3166667
1402,14,KABUPATEN INDRAGIRI HULU,-0.7361181,102.2547919
1202,12,KABUPATEN MANDAILING NATAL,0.7432372,99.3673084
9109,91,KABUPATEN TAMBRAUW,-0.781856,132.3938375
8271,82,KOTA TERNATE,0.7833333,127.3666667
1405,14,KABUPATEN S I A K,-0.789275,113.921327
6108,61,KABUPATEN KAPUAS HULU,-0.7931004,113.9060624
1303,13,KABUPATEN SOLOK,-0.803027,100.644402
1372,13,KOTA SOLOK,-0.803027,100.644402
7107,71,KABUPATEN BOLAANG MONGONDOW UTARA,0.818691,123.5280072
6102,61,KABUPATEN BENGKAYANG,0.8209729,109.477699
9105,91,KABUPATEN MANOKWARI,-0.8614531,134.0620421
9106,91,KABUPATEN SORONG SELATAN,-0.8666667,131.25
9107,91,KABUPATEN SORONG,-0.8666667,131.25
9171,91,KOTA SORONG,-0.8666667,131.25
7206,72,KABUPATEN TOLI-TOLI,0.8768231,120.7579834
3522,35,KABUPATEN BOJONEGORO,0.882681,124.4669566
7271,72,KOTA PALU,-0.898583,119.850601
6172,61,KOTA SINGKAWANG,0.908795,108.984596
2172,21,KOTA TANJUNG PINANG,0.9179205,104.446464
1410,14,KABUPATEN KEPULAUAN MERANTI,0.9208765,102.6675575
6111,61,KABUPATEN KAYONG UTARA,-0.9225877,110.0449662
7505,75,KABUPATEN GORONTALO UTARA,0.9252647,122.4920088
6404,64,KABUPATEN KUTAI TIMUR,0.9433774,116.9852422
1371,13,KOTA PADANG,-0.95,100.3530556
6205,62,KABUPATEN BARITO UTARA,-0.9587136,115.094045
7207,72,KABUPATEN BUOL,0.9695452,121.3541631
6209,62,KABUPATEN KATINGAN,-0.9758379,112.8105512
7102,71,KABUPATEN MINAHASA,1,124.5833333
7109,71,KABUPATEN MINAHASA TENGGARA,1.0278551,124.7298765
9409,94,KABUPATEN BIAK NUMFOR,-1.0381022,135.9800848
1407,14,KABUPATEN ROKAN HULU,1.0410934,100.439656
2101,21,KABUPATEN KARIMUN,1.05,103.3666667
2102,21,KABUPATEN BINTAN,1.0619173,104.5189214
9108,91,KABUPATEN RAJA AMPAT,-1.0915151,130.8778586
7105,71,KABUPATEN MINAHASA SELATAN,1.0946773,124.4641848
7209,72,KABUPATEN TOJO UNA-UNA,-1.098757,121.5370003
1221,12,KABUPATEN PADANG LAWAS,1.1186977,99.8124935
1224,12,KABUPATEN NIAS UTARA,1.1255279,97.5247243
1225,12,KABUPATEN NIAS BARAT,1.1255279,97.5247243
1507,15,KABUPATEN TANJUNG JABUNG BARAT,-1.2332122,103.7984428
1508,15,KABUPATEN TEBO,-1.2592999,102.3463875
6471,64,KOTA BALIKPAPAN,-1.2635389,116.8278833
1278,12,KOTA GUNUNGSITOLI,1.281964,97.61594
6409,64,KABUPATEN PENAJAM PASER UTARA,-1.2917094,116.5137964
8201,82,KABUPATEN HALMAHERA BARAT,1.3121235,128.4849923
8202,82,KABUPATEN HALMAHERA TENGAH,1.3121235,128.4849923
8204,82,KABUPATEN HALMAHERA SELATAN,1.3121235,128.4849923
8205,82,KABUPATEN HALMAHERA UTARA,1.3121235,128.4849923
8206,82,KABUPATEN HALMAHERA TIMUR,1.3121235,128.4849923
7173,71,KOTA TOMOHON,1.3234131,124.8384504
1506,15,KABUPATEN TANJUNG JABUNG TIMUR,-1.3291599,103.89973
6101,61,KABUPATEN SAMBAS,1.361328,109.309998
1277,12,KOTA PADANGSIDIMPUAN,1.380424,99.273972
7210,72,KABUPATEN SIGI,-1.3834127,120.0665236
7204,72,KABUPATEN POSO,-1.391922,120.766998
1310,13,KABUPATEN SOLOK SELATAN,-1.4157329,101.2523792
1301,13,KABUPATEN KEPULAUAN MENTAWAI,-1.426001,98.9245343
7172,71,KOTA BITUNG,1.4553529,125.204697
1408,14,KABUPATEN BENGKALIS,1.4897222,102.0797222
7171,71,KOTA MANADO,1.4917014,124.842843
7605,76,KABUPATEN MAMUJU UTARA,-1.5264542,119.5107708
7106,71,KABUPATEN MINAHASA UTARA,1.5327973,124.994751
1220,12,KABUPATEN PADANG LAWAS UTARA,1.5758644,99.634135
1203,12,KABUPATEN TAPANULI SELATAN,1.5774933,99.2785583
1505,15,KABUPATEN MUARO JAMBI,-1.596672,103.615799
1571,15,KOTA JAMBI,-1.596672,103.615799
1509,15,KABUPATEN BUNGO,-1.6401338,101.8891721
7201,72,KABUPATEN BANGGAI KEPULAUAN,-1.6408137,123.5504076
7202,72,KABUPATEN BANGGAI,-1.6408137,123.5504076
1409,14,KABUPATEN ROKAN HILIR,1.6463978,100.8000051
1501,15,KABUPATEN KERINCI,-1.697,101.264
1504,15,KABUPATEN BATANG HARI,-1.7083922,103.0817903
6401,64,KABUPATEN PASER,-1.7175266,115.9467997
1302,13,KABUPATEN PESISIR SELATAN,-1.7223147,100.8903099
1271,12,KOTA SIBOLGA,1.7403745,98.7827988
9408,94,KABUPATEN KEPULAUAN YAPEN,-1.7469359,136.1709012
1204,12,KABUPATEN TAPANULI TENGAH,1.8493299,98.704075
6106,61,KABUPATEN KETAPANG,-1.859098,109.971901
6309,63,KABUPATEN TABALONG,-1.864302,115.5681084
8203,82,KABUPATEN KEPULAUAN SULA,-1.8666667,125.3666667
9419,94,KABUPATEN SARMI,-1.868727,138.743607
6204,62,KABUPATEN BARITO SELATAN,-1.875943,114.8092691
9104,91,KABUPATEN TELUK BINTUNI,-1.9056848,133.329466
6207,62,KABUPATEN LAMANDAU,-1.9269166,111.1891151
5303,53,KABUPATEN KUPANG,-10.1833333,123.5833333
5371,53,KOTA KUPANG,-10.1833333,123.5833333
5320,53,KABUPATEN SABU RAIJUA,-10.5541116,121.8334868
5314,53,KABUPATEN ROTE NDAO,-10.7386421,123.1239049
6212,62,KABUPATEN BARITO TIMUR,-2.0123999,115.188916
1205,12,KABUPATEN TAPANULI UTARA,2.0405246,99.1013498
6405,64,KABUPATEN BERAU,2.0450883,117.3616476
1572,15,KOTA SUNGAI PENUH,-2.06314,101.387199
7311,73,KABUPATEN BONE,-2.083333,120.216667
1971,19,KOTA PANGKAL PINANG,-2.129323,106.109596
1502,15,KABUPATEN MERANGIN,-2.1752789,101.9804613
1215,12,KABUPATEN HUMBANG HASUNDUTAN,2.1988508,98.5721016
6271,62,KOTA PALANGKA RAYA,-2.21,113.92
1503,15,KABUPATEN SAROLANGUN,-2.2654937,102.6905326
7322,73,KABUPATEN LUWU UTARA,-2.2690446,119.9740534
1901,19,KABUPATEN BANGKA,-2.2884782,106.0640179
1903,19,KABUPATEN BANGKA BARAT,-2.2884782,106.0640179
1904,19,KABUPATEN BANGKA TENGAH,-2.2884782,106.0640179
1905,19,KABUPATEN BANGKA SELATAN,-2.2884782,106.0640179
7203,72,KABUPATEN MOROWALI,-2.3003072,121.5370003
6311,63,KABUPATEN BALANGAN,-2.3260425,115.6154732
7108,71,KABUPATEN SIAU TAGULANDANG BIARO,2.345964,125.4124355
1206,12,KABUPATEN TOBA SAMOSIR,2.3502398,99.2785583
1102,11,KABUPATEN ACEH SINGKIL,2.3589459,97.87216
6308,63,KABUPATEN HULU SUNGAI UTARA,-2.4421225,115.188916
9403,94,KABUPATEN JAYAPURA,-2.533,140.717
9471,94,KOTA JAYAPURA,-2.533,140.717
9428,94,KABUPATEN MAMBERAMO RAYA,-2.5331255,137.7637565
1606,16,KABUPATEN MUSI BANYUASIN,-2.5442029,103.7289167
1216,12,KABUPATEN PAKPAK BHARAT,2.545786,98.299838
1706,17,KABUPATEN MUKOMUKO,-2.5760003,101.1169805
7325,73,KABUPATEN LUWU TIMUR,-2.5825518,121.1710389
1101,11,KABUPATEN SIMEULUE,2.583333,96.083333
1217,12,KABUPATEN SAMOSIR,2.5833333,98.8166667
1607,16,KABUPATEN BANYU ASIN,-2.6095639,104.7520939
6307,63,KABUPATEN HULU SUNGAI TENGAH,-2.6153162,115.5207358
6206,62,KABUPATEN SUKAMARA,-2.6267517,111.2368084
1175,11,KOTA SUBULUSSALAM,2.6449927,98.0165205
6210,62,KABUPATEN PULANG PISAU,-2.6849607,113.9536466
7604,76,KABUPATEN MAMUJU,-2.7293364,118.9295737
6306,63,KABUPATEN HULU SUNGAI SELATAN,-2.7662681,115.2363408
1208,12,KABUPATEN ASAHAN,2.8174722,99.634135
9426,94,KABUPATEN WAROPEN,-2.8435717,136.670534
9103,91,KABUPATEN TELUK WONDAMA,-2.8551699,134.3236557
7326,73,KABUPATEN TORAJA UTARA,-2.8621942,119.8352303
1605,16,KABUPATEN MUSI RAWAS,-2.8625305,102.989615
1210,12,KABUPATEN DAIRI,2.8675801,98.265058
1902,19,KABUPATEN BELITUNG,-2.8708938,107.9531836
1906,19,KABUPATEN BELITUNG TIMUR,-2.8708938,107.9531836
9101,91,KABUPATEN FAKFAK,-2.885237,132.2658282
6502,65,KABUPATEN BULUNGAN,2.9042476,116.9852422
6305,63,KABUPATEN TAPIN,-2.9160746,115.0465991
1273,12,KOTA PEMATANG SIANTAR,2.96,99.06
7603,76,KABUPATEN MAMASA,-2.960135,119.368202
1272,12,KOTA TANJUNG BALAI,2.965122,99.800331
1209,12,KABUPATEN SIMALUNGUN,2.9781612,99.2785583
1671,16,KOTA PALEMBANG,-2.9911083,104.7567333
1707,17,KABUPATEN LEBONG,-2.992617,104.382202
7373,73,KOTA PALOPO,-3,120.2
6208,62,KABUPATEN SERUYAN,-3.0123467,112.4291464
8103,81,KABUPATEN MALUKU TENGAH,-3.0166501,129.4864411
7601,76,KABUPATEN MAJENE,-3.0297251,118.9062794
1112,11,KABUPATEN ACEH BARAT DAYA,3.0512643,97.3368031
6304,63,KABUPATEN BARITO KUALA,-3.0714738,114.6667939
7318,73,KABUPATEN TANA TORAJA,-3.0753003,119.742604
1211,12,KABUPATEN KARO,3.1052909,98.265058
8106,81,KABUPATEN SERAM BAGIAN BARAT,-3.1271575,128.4008357
7408,74,KABUPATEN KOLAKA UTARA,-3.1347227,121.1710389
1308,13,KABUPATEN LIMA PULUH KOTA,3.168216,99.4187929
1219,12,KABUPATEN BATU BARA,3.1740979,99.5006143
1674,16,KOTA LUBUKLINGGAU,-3.2966667,102.8616667
6571,65,KOTA TARAKAN,3.3,117.6333333
7317,73,KABUPATEN LUWU,-3.3052214,120.2512728
1104,11,KABUPATEN ACEH TENGGARA,3.3088666,97.6982272
1103,11,KABUPATEN ACEH SELATAN,3.3115056,97.3516558
6371,63,KOTA BANJARMASIN,-3.328499,114.589203
1218,12,KABUPATEN SERDANG BEDAGAI,3.3371694,99.0571089
7602,76,KABUPATEN POLEWALI MANDAR,-3.3419323,119.1390642
9420,94,KABUPATEN KEEROM,-3.3449536,140.7624493
7410,74,KABUPATEN KONAWE UTARA,-3.3803291,122.0837445
1274,12,KOTA TEBING TINGGI,3.3856205,99.2009815
8104,81,KABUPATEN BURU,-3.3927754,126.7819505
8109,81,KABUPATEN BURU SELATAN,-3.3927754,126.7819505
8107,81,KABUPATEN SERAM BAGIAN TIMUR,-3.4150761,130.390488
1212,12,KABUPATEN DELI SERDANG,3.4201802,98.704075
1703,17,KABUPATEN BENGKULU UTARA,-3.4219555,102.1632718
1610,16,KABUPATEN OGAN ILIR,-3.426544,104.6121475
1672,16,KOTA PRABUMULIH,-3.440956,104.235397
6310,63,KABUPATEN TANAH BUMBU,-3.4512244,115.5681084
1702,17,KABUPATEN REJANG LEBONG,-3.4548154,102.6675575
1602,16,KABUPATEN OGAN KOMERING ILIR,-3.4559744,105.2194808
6372,63,KOTA BANJAR BARU,-3.4666667,114.75
9418,94,KABUPATEN TOLIKARA,-3.481132,138.4787258
9435,94,KABUPATEN INTAN JAYA,-3.5076422,136.7478493
9404,94,KABUPATEN NABIRE,-3.5095462,135.7520985
7103,71,KABUPATEN KEPULAUAN SANGIHE,3.5303212,125.5438967
6503,65,KABUPATEN TANA TIDUNG,3.551869,117.0794082
7316,73,KABUPATEN ENREKANG,-3.563128,119.7612
6501,65,KABUPATEN MALINAU,3.584221,116.647797
1275,12,KOTA MEDAN,3.585242,98.6755979
1276,12,KOTA BINJAI,3.594462,98.482246
1708,17,KABUPATEN KEPAHIANG,-3.651431,102.578201
1603,16,KABUPATEN MUARA ENIM,-3.651581,103.770798
8171,81,KOTA AMBON,-3.65607,128.166419
9102,91,KABUPATEN KAIMANA,-3.660925,133.774506
1611,16,KABUPATEN EMPAT LAWANG,-3.7286029,102.8975098
6301,63,KABUPATEN TANAH LAUT,-3.7694047,114.8092691
7314,73,KABUPATEN SIDENRENG RAPPANG,-3.7738981,120.0202964
9432,94,KABUPATEN YALIMO,-3.7852847,139.4466005
1604,16,KABUPATEN LAHAT,-3.7863889,103.5427778
9410,94,KABUPATEN PANIAI,-3.7876441,136.3624686
7315,73,KABUPATEN PINRANG,-3.793071,119.6408
1709,17,KABUPATEN BENGKULU TENGAH,-3.7955556,102.2591667
1771,17,KOTA BENGKULU,-3.7955556,102.2591667
1609,16,KABUPATEN OGAN KOMERING ULU TIMUR,-3.8567934,104.7520939
1213,12,KABUPATEN LANGKAT,3.8653916,98.3088441
2103,21,KABUPATEN NATUNA,3.9329945,108.1812242
7403,74,KABUPATEN KONAWE,-3.9380432,122.0837445
1113,11,KABUPATEN GAYO LUES,3.955165,97.3516558
9430,94,KABUPATEN LANNY JAYA,-3.971033,138.3190276
7471,74,KOTA KENDARI,-3.972201,122.5149028
9402,94,KABUPATEN JAYAWIJAYA,-4.0004481,138.7995122
1811,18,KABUPATEN MESUJI,-4.0044783,105.3131185
9434,94,KABUPATEN DOGIYAI,-4.0193872,135.9610446
7313,73,KABUPATEN WAJO,-4.022229,120.0665236
1601,16,KABUPATEN OGAN KOMERING ULU,-4.0283486,104.0072348
1673,16,KOTA PAGAR ALAM,-4.03767,103.265297
7404,74,KABUPATEN KOLAKA,-4.049665,121.593803
6504,65,KABUPATEN NUNUKAN,4.0609227,117.666952
1705,17,KABUPATEN SELUMA,-4.0622929,102.5642261
9411,94,KABUPATEN PUNCAK JAYA,-4.0836111,137.1847222
7104,71,KABUPATEN KEPULAUAN TALAUD,4.092,126.768
9436,94,KABUPATEN DEIYAI,-4.0974893,136.4393054
1115,11,KABUPATEN NAGAN RAYA,4.1248406,96.4929797
7405,74,KABUPATEN KONAWE SELATAN,-4.2027915,122.4467238
1114,11,KABUPATEN ACEH TAMIANG,4.2328871,98.0028892
1808,18,KABUPATEN TULANGBAWANG,-4.3176576,105.5005483
1701,17,KABUPATEN BENGKULU SELATAN,-4.3248409,103.035694
7312,73,KABUPATEN SOPPENG,-4.3518541,119.9277947
9429,94,KABUPATEN NDUGA,-4.4069496,138.2393528
7310,73,KABUPATEN BARRU,-4.4172651,119.6730939
1106,11,KABUPATEN ACEH TENGAH,4.4482641,96.8350999
1107,11,KABUPATEN ACEH BARAT,4.4542745,96.1526985
9412,94,KABUPATEN MIMIKA,-4.4553223,137.1362125
1173,11,KOTA LANGSA,4.48,97.9633333
9416,94,KABUPATEN YAHUKIMO,-4.4939717,139.5279996
1807,18,KABUPATEN WAY KANAN,-4.4963689,104.5655273
9417,94,KABUPATEN PEGUNUNGAN BINTANG,-4.5589872,140.5135589
7406,74,KABUPATEN BOMBANA,-4.6543462,121.9017954
1608,16,KABUPATEN OGAN KOMERING ULU SELATAN,-4.6681951,104.0072348
1704,17,KABUPATEN KAUR,-4.6792278,103.4511768
7409,74,KABUPATEN BUTON UTARA,-4.7023424,123.0338767
1117,11,KABUPATEN BENER MERIAH,4.7748348,97.0068393
1116,11,KABUPATEN ACEH JAYA,4.7873684,95.6457951
1805,18,KABUPATEN LAMPUNG TENGAH,-4.8008086,105.3131185
7309,73,KABUPATEN PANGKAJENE DAN KEPULAUAN,-4.805035,119.5571677
1806,18,KABUPATEN LAMPUNG UTARA,-4.8133905,104.7520939
7402,74,KABUPATEN MUNA,-4.901629,122.6277455
7308,73,KABUPATEN MAROS,-4.94695,119.578903
1111,11,KABUPATEN ACEH UTARA,4.9786331,97.2221421
9415,94,KABUPATEN ASMAT,-5.0573958,138.3988186
1109,11,KABUPATEN PIDIE,5.0742659,95.940971
1804,18,KABUPATEN LAMPUNG TIMUR,-5.1134995,105.6881788
1872,18,KOTA METRO,-5.1166667,105.3
7371,73,KOTA MAKASSAR,-5.1333333,119.4166667
1801,18,KABUPATEN LAMPUNG BARAT,-5.1490396,104.1930918
1118,11,KABUPATEN PIDIE JAYA,5.1548063,96.195132
1110,11,KABUPATEN BIREUEN,5.18254,96.89005
1174,11,KOTA LHOKSEUMAWE,5.1880556,97.1402778
7307,73,KABUPATEN SINJAI,-5.2171961,120.112735
1105,11,KABUPATEN ACEH TIMUR,5.255443,95.9885456
1802,18,KABUPATEN TANGGAMUS,-5.3027489,104.5655273
7401,74,KABUPATEN BUTON,-5.3096355,122.9888319
7306,73,KABUPATEN GOWA,-5.3102888,119.742604
7407,74,KABUPATEN WAKATOBI,-5.3264442,123.5951925
1810,18,KABUPATEN PRINGSEWU,-5.3539884,104.9622498
7305,73,KABUPATEN TAKALAR,-5.4162493,119.4875668
7302,73,KABUPATEN BULUKUMBA,-5.4329368,120.2051096
1871,18,KOTA BANDAR LAMPUNG,-5.45,105.2666667
1108,11,KABUPATEN ACEH BESAR,5.4529168,95.4777811
1809,18,KABUPATEN PESAWARAN,-5.493245,105.0791228
7303,73,KABUPATEN BANTAENG,-5.5169316,120.0202964
1171,11,KOTA BANDA ACEH,5.55,95.3166667
7304,73,KABUPATEN JENEPONTO,-5.554579,119.6730939
1803,18,KABUPATEN LAMPUNG SELATAN,-5.5622614,105.5474373
9413,94,KABUPATEN BOVEN DIGOEL,-5.7400018,140.3481835
8102,81,KABUPATEN MALUKU TENGGARA,-5.7512455,132.7271587
3101,31,KABUPATEN KEPULAUAN SERIBU,-5.7985266,106.5071982
1172,11,KOTA SABANG,5.8946929,95.3192982
3672,36,KOTA CILEGON,-6.0169825,106.040506
3604,36,KABUPATEN SERANG,-6.12009,106.150299
3673,36,KOTA SERANG,-6.12009,106.150299
3603,36,KABUPATEN TANGERANG,-6.1783056,106.6318889
3671,36,KOTA TANGERANG,-6.1783056,106.6318889
8105,81,KABUPATEN KEPULAUAN ARU,-6.1946502,134.5501935
6202,62,KABUPATEN KOTAWARINGIN TIMUR,-6.1952992,106.8630737
6201,62,KABUPATEN KOTAWARINGIN BARAT,-6.1961131,106.8630174
3172,31,KOTA JAKARTA TIMUR,-6.211544,106.845172
3173,31,KOTA JAKARTA PUSAT,-6.211544,106.845172
3174,31,KOTA JAKARTA BARAT,-6.211544,106.845172
3175,31,KOTA JAKARTA UTARA,-6.211544,106.845172
3216,32,KABUPATEN BEKASI,-6.2333333,107
3275,32,KOTA BEKASI,-6.2333333,107
3674,36,KOTA TANGERANG SELATAN,-6.2888889,106.7180556
3601,36,KABUPATEN PANDEGLANG,-6.314835,106.103897
3215,32,KABUPATEN KARAWANG,-6.3227303,107.3375791
3171,31,KOTA JAKARTA SELATAN,-6.332973,106.807915
6302,63,KABUPATEN KOTA BARU,-6.332973,106.807915
3212,32,KABUPATEN INDRAMAYU,-6.336315,108.325104
3276,32,KOTA DEPOK,-6.39,106.83
5107,51,KABUPATEN KARANG ASEM,-6.3996057,108.0503042
3214,32,KABUPATEN PURWAKARTA,-6.5386806,107.4499404
3320,33,KABUPATEN JEPARA,-6.5596059,110.6717
3602,36,KABUPATEN LEBAK,-6.5643956,106.2522143
3213,32,KABUPATEN SUBANG,-6.569361,107.752403
3201,32,KABUPATEN BOGOR,-6.6,106.8
3271,32,KOTA BOGOR,-6.6,106.8
6211,62,KABUPATEN GUNUNG MAS,-6.7052778,106.9913889
3317,33,KABUPATEN REMBANG,-6.71124,111.345299
9433,94,KABUPATEN PUNCAK,-6.7125476,106.9542425
3209,32,KABUPATEN CIREBON,-6.715534,108.564003
3274,32,KOTA CIREBON,-6.715534,108.564003
3318,33,KABUPATEN PATI,-6.751338,111.038002
3319,33,KABUPATEN KUDUS,-6.804087,110.838203
3203,32,KABUPATEN CIANJUR,-6.8172531,107.1307289
3210,32,KABUPATEN MAJALENGKA,-6.8531026,108.2258897
3514,35,KABUPATEN PASURUAN,-6.8623098,108.8001936
3328,33,KABUPATEN TEGAL,-6.8666667,109.1333333
3376,33,KOTA TEGAL,-6.8666667,109.1333333
3277,32,KOTA CIMAHI,-6.880239,107.5355
3326,33,KABUPATEN PEKALONGAN,-6.882887,109.669998
3375,33,KOTA PEKALONGAN,-6.882887,109.669998
3329,33,KABUPATEN BREBES,-6.8833333,109.05
3327,33,KABUPATEN PEMALANG,-6.884234,109.377998
3321,33,KABUPATEN DEMAK,-6.888115,110.639297
3217,32,KABUPATEN BANDUNG BARAT,-6.8937121,107.4321959
3325,33,KABUPATEN BATANG,-6.8941111,109.7234519
3204,32,KABUPATEN BANDUNG,-6.9147444,107.6098111
3273,32,KOTA BANDUNG,-6.9147444,107.6098111
3324,33,KABUPATEN KENDAL,-6.919686,110.205597
3202,32,KABUPATEN SUKABUMI,-6.92405,106.922203
3272,32,KOTA SUKABUMI,-6.92405,106.922203
3529,35,KABUPATEN SUMENEP,-6.9253999,113.9060624
3316,33,KABUPATEN BLORA,-6.95,111.4166667
3322,33,KABUPATEN SEMARANG,-6.9666667,110.4166667
3374,33,KOTA SEMARANG,-6.9666667,110.4166667
3208,32,KABUPATEN KUNINGAN,-6.9833333,108.4833333
3315,33,KABUPATEN GROBOGAN,-7.0217194,110.9625854
3526,35,KABUPATEN BANGKALAN,-7.0306912,112.7450068
9414,94,KABUPATEN MAPPI,-7.102232,139.396393
3525,35,KABUPATEN GRESIK,-7.15665,112.6555
3528,35,KABUPATEN PAMEKASAN,-7.1666667,113.4666667
3205,32,KABUPATEN GARUT,-7.227906,107.908699
3578,35,KOTA SURABAYA,-7.289166,112.734398
3373,33,KOTA SALATIGA,-7.302328,110.4729
3323,33,KABUPATEN TEMANGGUNG,-7.316669,110.174797
3206,32,KABUPATEN TASIKMALAYA,-7.327954,108.214104
3278,32,KOTA TASIKMALAYA,-7.327954,108.214104
3207,32,KABUPATEN CIAMIS,-7.3333333,108.35
3307,33,KABUPATEN WONOSOBO,-7.362109,109.899399
3279,32,KOTA BANJAR,-7.3666667,108.5333333
6303,63,KABUPATEN BANJAR,-7.3666667,108.5333333
3521,35,KABUPATEN NGAWI,-7.38993,111.46193
3303,33,KABUPATEN PURBALINGGA,-7.390747,109.3638
3304,33,KABUPATEN BANJARNEGARA,-7.402706,109.681396
3524,35,KABUPATEN LAMONGAN,-7.406153,109.3946794
3314,33,KABUPATEN SRAGEN,-7.430229,111.021301
3515,35,KABUPATEN SIDOARJO,-7.4530278,112.7173389
3576,35,KOTA MOJOKERTO,-7.4722222,112.4336111
3308,33,KABUPATEN MAGELANG,-7.481253,110.213799
3371,33,KOTA MAGELANG,-7.481253,110.213799
3302,33,KABUPATEN BANYUMAS,-7.4832133,109.140438
3516,35,KABUPATEN MOJOKERTO,-7.488075,112.427027
3309,33,KABUPATEN BOYOLALI,-7.523819,110.595901
8101,81,KABUPATEN MALUKU TENGGARA BARAT,-7.5322642,131.3611121
3517,35,KABUPATEN JOMBANG,-7.5468395,112.2264794
3372,33,KOTA SURAKARTA,-7.5666667,110.8166667
3527,35,KABUPATEN SAMPANG,-7.5782556,109.2058436
3313,33,KABUPATEN KARANGANYAR,-7.5961111,110.9508333
3518,35,KABUPATEN NGANJUK,-7.602932,111.901808
3519,35,KABUPATEN MADIUN,-7.627753,111.505483
3577,35,KOTA MADIUN,-7.629714,111.513702
3575,35,KOTA PASURUAN,-7.644872,112.903297
3520,35,KABUPATEN MAGETAN,-7.6493413,111.3381593
3305,33,KABUPATEN KEBUMEN,-7.678682,109.656502
3311,33,KABUPATEN SUKOHARJO,-7.6808818,110.8195292
3512,35,KABUPATEN SITUBONDO,-7.702534,113.955605
3306,33,KABUPATEN PURWOREJO,-7.709731,110.008003
3310,33,KABUPATEN KLATEN,-7.711687,110.595497
3404,34,KABUPATEN SLEMAN,-7.716165,110.335403
3301,33,KABUPATEN CILACAP,-7.733333,109
3513,35,KABUPATEN PROBOLINGGO,-7.753965,113.210675
3574,35,KOTA PROBOLINGGO,-7.756928,113.211502
8108,81,KABUPATEN MALUKU BARAT DAYA,-7.7851588,126.3498097
3471,34,KOTA YOGYAKARTA,-7.797224,110.368797
3506,35,KABUPATEN KEDIRI,-7.809356,112.032356
3571,35,KOTA KEDIRI,-7.816895,112.011398
3312,33,KABUPATEN WONOGIRI,-7.817782,110.920601
3401,34,KABUPATEN KULON PROGO,-7.8266798,110.1640846
3579,35,KOTA BATU,-7.8671,112.5239
3502,35,KABUPATEN PONOROGO,-7.867827,111.466003
3402,34,KABUPATEN BANTUL,-7.8846111,110.3341111
3511,35,KABUPATEN BONDOWOSO,-7.917704,113.813483
3573,35,KOTA MALANG,-7.981894,112.626503
3403,34,KABUPATEN GUNUNG KIDUL,-8.0305091,110.6168921
3507,35,KABUPATEN MALANG,-8.0495643,112.6884549
3503,35,KABUPATEN TRENGGALEK,-8.05,111.7166667
3504,35,KABUPATEN TULUNGAGUNG,-8.0666667,111.9
